valid_time,sshf,u10,v10,latitude,longitude,classification_hf,wind_dir,dir_bin
2023-01-11 10:00:00,25872.0,11.1953125,4.265625,54.75,6.5,stable,249.1422167069787,9
2023-01-11 11:00:00,22672.0,11.0390625,5.015625,54.75,6.5,stable,245.56521107769007,9
2023-01-11 12:00:00,16224.0,11.0234375,6.2226562,54.75,6.5,stable,240.55556481021807,9
2023-01-11 13:00:00,8296.0,11.125,6.6367188,54.75,6.5,stable,239.18143059698244,9
2023-01-11 14:00:00,2144.0,10.9296875,6.734375,54.75,6.5,stable,238.36051829236743,9
2023-01-11 15:00:00,-140.0,10.234375,7.2773438,54.75,6.5,unstable,234.58455835776533,9
2023-01-11 16:00:00,-2098.0,9.1328125,8.2890625,54.75,6.5,unstable,227.77269642033752,9
2023-01-11 17:00:00,-392.0,9.53125,8.9921875,54.75,6.5,unstable,226.66693095669274,9
2023-01-11 18:00:00,-16056.0,9.8359375,8.8671875,54.75,6.5,unstable,227.96505150072517,9
2023-01-11 19:00:00,-16544.0,8.6328125,9.0546875,54.75,6.5,unstable,223.633663615126,8
2023-01-11 20:00:00,-20224.0,9.125,9.2421875,54.75,6.5,unstable,224.6344427770883,8
2023-01-11 21:00:00,-31392.0,10.7890625,7.609375,54.75,6.5,unstable,234.80521780589524,9
2023-01-11 22:00:00,-22048.0,12.3359375,3.6875,54.75,6.5,unstable,253.35736554949904,9
2023-01-11 23:00:00,-30384.0,13.0859375,2.875,54.75,6.5,unstable,257.60889613180694,10
2023-01-12 00:00:00,-31120.0,12.984375,2.5742188,54.75,6.5,unstable,258.7862288997636,10
2023-01-12 01:00:00,-19312.0,12.296875,3.2050781,54.75,6.5,unstable,255.3913518675638,10
2023-01-12 02:00:00,-10800.0,11.5078125,4.4140625,54.75,6.5,unstable,249.01463766274762,9
2023-01-12 03:00:00,391.0,9.8515625,6.03125,54.75,6.5,stable,238.52450959577152,9
