valid_time,sshf,u10,v10,latitude,longitude
2023-06-02 08:00:00,-2630.0,-2.9570312,-4.6757812,54.75,6.5
2023-06-02 09:00:00,779.0,-3.4472656,-4.1523438,54.75,6.5
2023-06-02 10:00:00,2972.0,-3.5800781,-4.5195312,54.75,6.5
2023-06-02 11:00:00,4384.0,-3.1933594,-4.2148438,54.75,6.5
2023-06-02 12:00:00,6156.0,-2.4960938,-4.2304688,54.75,6.5
2023-06-02 13:00:00,7416.0,-2.0800781,-4.5976562,54.75,6.5
2023-06-02 14:00:00,8152.0,-1.8457031,-5.0507812,54.75,6.5
2023-06-02 15:00:00,9208.0,-1.7216797,-5.3554688,54.75,6.5
2023-06-02 16:00:00,10512.0,-1.9560547,-5.3789062,54.75,6.5
2023-06-02 17:00:00,12048.0,-2.2890625,-5.1992188,54.75,6.5
2023-06-02 18:00:00,12584.0,-2.4140625,-5.0703125,54.75,6.5
2023-06-02 19:00:00,10816.0,-2.5664062,-4.9609375,54.75,6.5
2023-06-02 20:00:00,8672.0,-2.8378906,-4.4453125,54.75,6.5
2023-06-02 21:00:00,6408.0,-3.0742188,-3.5351562,54.75,6.5
2023-06-02 22:00:00,4608.0,-3.1972656,-2.984375,54.75,6.5
2023-06-02 23:00:00,3184.0,-3.1191406,-2.0800781,54.75,6.5
2023-06-03 00:00:00,2876.0,-2.6074219,-1.2871094,54.75,6.5
2023-06-03 01:00:00,2220.0,-1.8554688,-0.93847656,54.75,6.5
2023-06-03 02:00:00,1816.0,-1.0878906,-0.75634766,54.75,6.5
2023-06-03 03:00:00,1491.0,-0.5571289,-0.79003906,54.75,6.5
2023-06-03 04:00:00,863.0,-0.21582031,-1.0107422,54.75,6.5
2023-06-03 05:00:00,-254.0,0.1821289,-1.4121094,54.75,6.5
2023-06-03 06:00:00,-680.0,0.50097656,-2.0566406,54.75,6.5
2023-06-03 07:00:00,-6208.0,0.31982422,-2.6074219,54.75,6.5
2023-06-03 08:00:00,-7932.0,0.045043945,-2.984375,54.75,6.5
2023-06-03 09:00:00,-9128.0,-0.1628418,-3.0703125,54.75,6.5
2023-06-03 10:00:00,-10120.0,-0.13696289,-3.1015625,54.75,6.5
2023-06-03 11:00:00,-10976.0,-0.22619629,-2.578125,54.75,6.5
2023-06-03 12:00:00,-12824.0,-0.02609253,-3.0742188,54.75,6.5
2023-06-03 13:00:00,-14336.0,0.092041016,-3.5566406,54.75,6.5
2023-06-03 14:00:00,-15368.0,0.20617676,-3.9785156,54.75,6.5
2023-06-03 15:00:00,-15456.0,0.1381836,-4.2265625,54.75,6.5
2023-06-03 16:00:00,-14448.0,0.07159424,-4.4179688,54.75,6.5
2023-06-03 17:00:00,-13616.0,-0.045776367,-4.3710938,54.75,6.5
2023-06-03 18:00:00,-13248.0,-0.06994629,-4.1367188,54.75,6.5
2023-06-03 19:00:00,-9384.0,0.007843018,-4.2109375,54.75,6.5
2023-06-03 20:00:00,-11128.0,0.07751465,-4.5,54.75,6.5
2023-06-03 21:00:00,-13352.0,0.16149902,-5.03125,54.75,6.5
2023-06-03 22:00:00,-16608.0,0.20690918,-5.2070312,54.75,6.5
2023-06-03 23:00:00,-19264.0,0.1505127,-5.3164062,54.75,6.5
2023-06-04 00:00:00,-21856.0,0.41455078,-5.1132812,54.75,6.5
2023-06-04 01:00:00,-24128.0,1.0351562,-4.9257812,54.75,6.5
2023-06-04 02:00:00,-25440.0,1.6455078,-4.7578125,54.75,6.5
2023-06-04 03:00:00,-28064.0,2.0683594,-4.515625,54.75,6.5
2023-06-04 04:00:00,-32720.0,2.421875,-4.5195312,54.75,6.5
2023-06-04 05:00:00,-39232.0,2.5625,-4.7226562,54.75,6.5
2023-06-04 06:00:00,-44672.0,2.6015625,-4.8398438,54.75,6.5
2023-06-04 07:00:00,-45728.0,2.4765625,-4.765625,54.75,6.5
2023-06-04 08:00:00,-43936.0,2.2675781,-4.5742188,54.75,6.5
2023-06-04 09:00:00,-40832.0,1.9443359,-4.2421875,54.75,6.5
2023-06-04 10:00:00,-35232.0,1.7802734,-4.0429688,54.75,6.5
2023-06-04 11:00:00,-31232.0,1.8212891,-3.4765625,54.75,6.5
2023-06-04 12:00:00,-27648.0,2.1367188,-3.1933594,54.75,6.5
2023-06-04 13:00:00,-24416.0,2.3183594,-3.4140625,54.75,6.5
2023-06-04 14:00:00,-22976.0,2.3691406,-3.6855469,54.75,6.5
2023-06-04 15:00:00,-22336.0,2.4726562,-3.890625,54.75,6.5
2023-06-04 16:00:00,-23264.0,2.4257812,-4.0507812,54.75,6.5
2023-06-04 17:00:00,-24736.0,2.1601562,-4.328125,54.75,6.5
2023-06-04 18:00:00,-28528.0,1.7949219,-4.4882812,54.75,6.5
2023-06-04 19:00:00,-33344.0,1.4091797,-4.2578125,54.75,6.5
2023-06-04 20:00:00,-34528.0,1.0332031,-3.9863281,54.75,6.5
2023-06-04 21:00:00,-33440.0,0.7988281,-3.7285156,54.75,6.5
2023-06-04 22:00:00,-29632.0,1.3867188,-3.2265625,54.75,6.5
2023-06-04 23:00:00,-26192.0,1.2939453,-2.7734375,54.75,6.5
2023-06-05 00:00:00,-24224.0,1.1572266,-2.4570312,54.75,6.5
2023-06-05 01:00:00,-26832.0,1.3164062,-2.4082031,54.75,6.5
2023-06-05 02:00:00,-31120.0,1.4931641,-2.3359375,54.75,6.5
2023-06-05 03:00:00,-33152.0,1.4414062,-2.1679688,54.75,6.5
2023-06-05 04:00:00,-33888.0,1.2910156,-2.0195312,54.75,6.5
2023-06-05 05:00:00,-33216.0,1.1591797,-2.1523438,54.75,6.5
2023-06-05 06:00:00,-30992.0,0.74609375,-2.0917969,54.75,6.5
2023-06-05 07:00:00,-32608.0,0.45629883,-1.8974609,54.75,6.5
2023-06-05 08:00:00,-29136.0,0.3388672,-1.7587891,54.75,6.5
2023-06-05 09:00:00,-26304.0,0.14782715,-1.6035156,54.75,6.5
2023-06-05 10:00:00,-24112.0,0.67089844,-1.5058594,54.75,6.5
2023-06-05 11:00:00,-23296.0,0.6743164,-1.7587891,54.75,6.5
2023-06-05 12:00:00,-23136.0,0.6533203,-1.8613281,54.75,6.5
2023-06-05 13:00:00,-23248.0,0.7583008,-2.1835938,54.75,6.5
2023-06-05 14:00:00,-24256.0,0.7714844,-3.0566406,54.75,6.5
2023-06-05 15:00:00,-19744.0,0.37060547,-3.796875,54.75,6.5
2023-06-05 16:00:00,-14480.0,-0.0124053955,-4.2851562,54.75,6.5
2023-06-05 17:00:00,-11248.0,-0.33325195,-4.8007812,54.75,6.5
2023-06-05 18:00:00,-10800.0,-0.50390625,-5.2382812,54.75,6.5
2023-06-05 19:00:00,-29120.0,-0.70703125,-5.6875,54.75,6.5
2023-06-05 20:00:00,-34400.0,-0.8564453,-6.046875,54.75,6.5
2023-06-05 21:00:00,-39648.0,-0.9404297,-6.0195312,54.75,6.5
2023-06-05 22:00:00,-42848.0,-0.6928711,-6.5234375,54.75,6.5
2023-06-05 23:00:00,-47168.0,-0.5439453,-6.4335938,54.75,6.5
2023-06-06 00:00:00,-53600.0,-0.019470215,-6.2890625,54.75,6.5
2023-06-06 01:00:00,-62464.0,0.57128906,-6.2773438,54.75,6.5
2023-06-06 02:00:00,-65120.0,1.0478516,-6.2617188,54.75,6.5
2023-06-06 03:00:00,-61408.0,1.1181641,-6.2460938,54.75,6.5
2023-06-06 04:00:00,-55136.0,0.96435547,-5.9882812,54.75,6.5
2023-06-06 05:00:00,-47680.0,0.8144531,-5.84375,54.75,6.5
2023-06-06 06:00:00,-41280.0,0.7207031,-5.7851562,54.75,6.5
2023-06-06 07:00:00,-47328.0,0.61816406,-5.4648438,54.75,6.5
2023-06-06 08:00:00,-40800.0,0.75878906,-5.1953125,54.75,6.5
2023-06-06 09:00:00,-36416.0,1.0644531,-5.0898438,54.75,6.5
2023-06-06 10:00:00,-34176.0,1.9072266,-5.2382812,54.75,6.5
2023-06-06 11:00:00,-34496.0,2.3164062,-5.5585938,54.75,6.5
2023-06-06 12:00:00,-33792.0,2.5429688,-5.6757812,54.75,6.5
2023-06-06 13:00:00,-28544.0,2.6992188,-5.6835938,54.75,6.5
2023-06-06 14:00:00,-21632.0,2.9277344,-5.96875,54.75,6.5
2023-06-06 15:00:00,-15536.0,2.9082031,-6.5195312,54.75,6.5
2023-06-06 16:00:00,-12648.0,2.6152344,-6.7734375,54.75,6.5
2023-06-06 17:00:00,-12376.0,2.2578125,-6.8242188,54.75,6.5
2023-06-06 18:00:00,-14032.0,2.0507812,-6.6835938,54.75,6.5
2023-06-06 19:00:00,-11656.0,2.0507812,-6.6171875,54.75,6.5
2023-06-06 20:00:00,-14552.0,2.1035156,-6.4960938,54.75,6.5
2023-06-06 21:00:00,-17728.0,2.3378906,-6.2851562,54.75,6.5
2023-06-06 22:00:00,-19648.0,2.5625,-6.9023438,54.75,6.5
2023-06-06 23:00:00,-21056.0,2.2734375,-6.9453125,54.75,6.5
2023-06-07 00:00:00,-21968.0,2.3203125,-6.84375,54.75,6.5
2023-06-07 01:00:00,-22640.0,2.4960938,-6.8554688,54.75,6.5
2023-06-07 02:00:00,-24288.0,2.453125,-6.6992188,54.75,6.5
2023-06-07 03:00:00,-26480.0,2.34375,-6.5390625,54.75,6.5
2023-06-07 04:00:00,-28416.0,2.3808594,-6.640625,54.75,6.5
2023-06-07 05:00:00,-29824.0,2.2988281,-7.1015625,54.75,6.5
2023-06-07 06:00:00,-28400.0,2.1816406,-7.234375,54.75,6.5
2023-06-07 07:00:00,-22400.0,1.9267578,-7.5039062,54.75,6.5
2023-06-07 08:00:00,-23440.0,1.6142578,-7.4492188,54.75,6.5
2023-06-07 09:00:00,-25536.0,1.4101562,-7.0742188,54.75,6.5
2023-06-07 10:00:00,-25424.0,1.5566406,-6.1914062,54.75,6.5
2023-06-07 11:00:00,-25792.0,1.8652344,-6.015625,54.75,6.5
2023-06-07 12:00:00,-29840.0,2.2578125,-6.2929688,54.75,6.5
2023-06-07 13:00:00,-34912.0,2.5390625,-6.3867188,54.75,6.5
2023-06-07 14:00:00,-39968.0,2.7167969,-6.640625,54.75,6.5
2023-06-07 15:00:00,-46848.0,2.4570312,-6.8828125,54.75,6.5
2023-06-07 16:00:00,-50208.0,1.9716797,-6.8554688,54.75,6.5
2023-06-07 17:00:00,-49536.0,1.4472656,-6.890625,54.75,6.5
2023-06-07 18:00:00,-47648.0,1.1337891,-6.8320312,54.75,6.5
2023-06-07 19:00:00,-46144.0,1.0332031,-6.8164062,54.75,6.5
2023-06-07 20:00:00,-42400.0,1.0087891,-7.0664062,54.75,6.5
2023-06-07 21:00:00,-35552.0,1.0185547,-7.25,54.75,6.5
2023-06-07 22:00:00,-28304.0,1.265625,-7.2382812,54.75,6.5
2023-06-07 23:00:00,-25088.0,1.1572266,-7.2890625,54.75,6.5
2023-06-08 00:00:00,-24240.0,1.09375,-6.8828125,54.75,6.5
2023-06-08 01:00:00,-25360.0,1.0195312,-6.7460938,54.75,6.5
2023-06-08 02:00:00,-27168.0,0.87646484,-6.8320312,54.75,6.5
2023-06-08 03:00:00,-26960.0,0.5488281,-6.6757812,54.75,6.5
2023-06-08 04:00:00,-25488.0,0.19885254,-6.3125,54.75,6.5
2023-06-08 05:00:00,-23040.0,-0.018432617,-6.171875,54.75,6.5
2023-06-08 06:00:00,-21200.0,-0.13879395,-6.2851562,54.75,6.5
2023-06-08 07:00:00,-27408.0,-0.30566406,-6.4492188,54.75,6.5
2023-06-08 08:00:00,-26240.0,-0.6098633,-6.4609375,54.75,6.5
2023-06-08 09:00:00,-26560.0,-0.69140625,-6.28125,54.75,6.5
2023-06-08 10:00:00,-27088.0,-0.67529297,-6.765625,54.75,6.5
2023-06-08 11:00:00,-25696.0,-0.8149414,-6.7421875,54.75,6.5
2023-06-08 12:00:00,-25888.0,-0.7919922,-6.7539062,54.75,6.5
2023-06-08 13:00:00,-26384.0,-0.46435547,-6.9375,54.75,6.5
2023-06-08 14:00:00,-27728.0,0.0011291504,-7.484375,54.75,6.5
2023-06-08 15:00:00,-31360.0,0.030288696,-7.65625,54.75,6.5
2023-06-08 16:00:00,-34112.0,-0.421875,-7.7382812,54.75,6.5
2023-06-08 17:00:00,-37728.0,-0.94873047,-7.8867188,54.75,6.5
2023-06-08 18:00:00,-40704.0,-1.5810547,-7.8984375,54.75,6.5
2023-06-08 19:00:00,-43424.0,-2.1640625,-7.5507812,54.75,6.5
2023-06-08 20:00:00,-44864.0,-2.4042969,-7.203125,54.75,6.5
2023-06-08 21:00:00,-47776.0,-2.4648438,-6.6757812,54.75,6.5
2023-06-08 22:00:00,-49728.0,-1.9902344,-6.5976562,54.75,6.5
2023-06-08 23:00:00,-50464.0,-1.8447266,-6.5234375,54.75,6.5
2023-06-09 00:00:00,-49696.0,-2.0117188,-6.0625,54.75,6.5
2023-06-09 01:00:00,-48512.0,-2.3027344,-5.6679688,54.75,6.5
2023-06-09 02:00:00,-48896.0,-2.5058594,-5.515625,54.75,6.5
2023-06-09 03:00:00,-51616.0,-2.7246094,-5.1796875,54.75,6.5
2023-06-09 04:00:00,-53920.0,-3.1191406,-4.5195312,54.75,6.5
2023-06-09 05:00:00,-53824.0,-3.3496094,-4.34375,54.75,6.5
2023-06-09 06:00:00,-54336.0,-3.4628906,-4.0898438,54.75,6.5
2023-06-09 07:00:00,-76032.0,-3.7382812,-3.6894531,54.75,6.5
2023-06-09 08:00:00,-67264.0,-4.0195312,-3.171875,54.75,6.5
2023-06-09 09:00:00,-56992.0,-4.0703125,-2.5058594,54.75,6.5
2023-06-09 10:00:00,-48160.0,-3.8769531,-2.2675781,54.75,6.5
2023-06-09 11:00:00,-42080.0,-3.7832031,-2.4960938,54.75,6.5
2023-06-09 12:00:00,-39136.0,-3.9042969,-2.9335938,54.75,6.5
2023-06-09 13:00:00,-35520.0,-4.1171875,-3.2988281,54.75,6.5
2023-06-09 14:00:00,-30176.0,-4.140625,-3.734375,54.75,6.5
2023-06-09 15:00:00,-24032.0,-4.0429688,-4.1289062,54.75,6.5
2023-06-09 16:00:00,-18032.0,-3.9863281,-4.4414062,54.75,6.5
2023-06-09 17:00:00,-11952.0,-4.03125,-4.4804688,54.75,6.5
2023-06-09 18:00:00,-7368.0,-4.2070312,-4.3320312,54.75,6.5
2023-06-09 19:00:00,-9688.0,-4.4570312,-3.9121094,54.75,6.5
2023-06-09 20:00:00,-2998.0,-4.9453125,-3.375,54.75,6.5
2023-06-09 21:00:00,8528.0,-5.8203125,-2.3984375,54.75,6.5
2023-06-09 22:00:00,33568.0,-6.0,-1.2685547,54.75,6.5
2023-06-09 23:00:00,53376.0,-6.5429688,0.6542969,54.75,6.5
2023-06-10 00:00:00,53856.0,-6.9921875,1.6835938,54.75,6.5
2023-06-10 01:00:00,42368.0,-7.3632812,2.1523438,54.75,6.5
2023-06-10 02:00:00,30288.0,-7.3398438,2.1582031,54.75,6.5
2023-06-10 03:00:00,22656.0,-7.4570312,1.7890625,54.75,6.5
2023-06-10 04:00:00,18288.0,-7.59375,1.5615234,54.75,6.5
2023-06-10 05:00:00,16928.0,-7.515625,1.3095703,54.75,6.5
2023-06-10 06:00:00,17872.0,-7.9140625,1.2226562,54.75,6.5
2023-06-10 07:00:00,5192.0,-7.6796875,1.0458984,54.75,6.5
2023-06-10 08:00:00,9976.0,-7.0429688,0.46923828,54.75,6.5
2023-06-10 09:00:00,14264.0,-6.5546875,-0.38012695,54.75,6.5
2023-06-10 10:00:00,18496.0,-6.359375,-1.6601562,54.75,6.5
2023-06-10 11:00:00,25888.0,-6.3320312,-2.0957031,54.75,6.5
2023-06-10 12:00:00,35488.0,-5.859375,-2.4921875,54.75,6.5
2023-06-10 13:00:00,45920.0,-5.1601562,-3.1015625,54.75,6.5
2023-06-10 14:00:00,53824.0,-4.7890625,-3.6972656,54.75,6.5
2023-06-10 15:00:00,59776.0,-4.890625,-3.8945312,54.75,6.5
2023-06-10 16:00:00,67840.0,-5.4453125,-3.5507812,54.75,6.5
2023-06-10 17:00:00,79424.0,-6.1914062,-2.8632812,54.75,6.5
2023-06-10 18:00:00,92800.0,-7.2617188,-2.0703125,54.75,6.5
2023-06-10 19:00:00,97664.0,-8.3125,-1.09375,54.75,6.5
2023-06-10 20:00:00,107904.0,-9.1640625,-0.036468506,54.75,6.5
2023-06-10 21:00:00,106880.0,-9.3359375,0.8066406,54.75,6.5
2023-06-10 22:00:00,100608.0,-9.7109375,1.0605469,54.75,6.5
2023-06-10 23:00:00,99008.0,-9.4453125,1.5722656,54.75,6.5
2023-06-11 00:00:00,99968.0,-9.3046875,1.9248047,54.75,6.5
2023-06-11 01:00:00,98048.0,-9.2890625,2.34375,54.75,6.5
2023-06-11 02:00:00,92608.0,-9.1875,2.8789062,54.75,6.5
2023-06-11 03:00:00,82816.0,-9.015625,3.3105469,54.75,6.5
2023-06-11 04:00:00,71296.0,-8.65625,3.6152344,54.75,6.5
2023-06-11 05:00:00,63232.0,-8.1953125,3.8203125,54.75,6.5
2023-06-11 06:00:00,57632.0,-7.96875,3.8613281,54.75,6.5
2023-06-11 07:00:00,52128.0,-7.734375,3.7011719,54.75,6.5
2023-06-11 08:00:00,50432.0,-7.6015625,3.5488281,54.75,6.5
2023-06-11 09:00:00,51456.0,-7.4023438,3.4277344,54.75,6.5
2023-06-11 10:00:00,54944.0,-7.1367188,2.2441406,54.75,6.5
2023-06-11 11:00:00,62400.0,-7.4296875,2.09375,54.75,6.5
2023-06-11 12:00:00,72704.0,-7.375,2.1601562,54.75,6.5
2023-06-11 13:00:00,84224.0,-7.2773438,2.1699219,54.75,6.5
2023-06-11 14:00:00,93696.0,-7.4921875,2.1777344,54.75,6.5
2023-06-11 15:00:00,106304.0,-7.9335938,2.4394531,54.75,6.5
2023-06-11 16:00:00,124416.0,-8.3515625,2.8730469,54.75,6.5
2023-06-11 17:00:00,146816.0,-8.8828125,3.0683594,54.75,6.5
2023-06-11 18:00:00,161408.0,-9.296875,3.1074219,54.75,6.5
2023-06-11 19:00:00,173312.0,-9.2109375,2.9414062,54.75,6.5
2023-06-11 20:00:00,157184.0,-9.2265625,2.6445312,54.75,6.5
2023-06-11 21:00:00,138752.0,-9.25,2.5253906,54.75,6.5
2023-06-11 22:00:00,119168.0,-9.84375,2.7167969,54.75,6.5
2023-06-11 23:00:00,97408.0,-9.3359375,2.8789062,54.75,6.5
2023-06-12 00:00:00,76096.0,-8.859375,2.5761719,54.75,6.5
2023-06-12 01:00:00,59136.0,-8.421875,2.1523438,54.75,6.5
2023-06-12 02:00:00,45248.0,-8.1875,1.7421875,54.75,6.5
2023-06-12 03:00:00,35456.0,-8.0546875,1.4111328,54.75,6.5
2023-06-12 04:00:00,28208.0,-7.8710938,1.2167969,54.75,6.5
2023-06-12 05:00:00,23600.0,-7.6210938,1.0664062,54.75,6.5
2023-06-12 06:00:00,21616.0,-7.3164062,0.8417969,54.75,6.5
2023-06-12 07:00:00,3832.0,-6.953125,0.75097656,54.75,6.5
2023-06-12 08:00:00,6756.0,-6.4921875,0.48291016,54.75,6.5
2023-06-12 09:00:00,12080.0,-6.0507812,0.09844971,54.75,6.5
2023-06-12 10:00:00,16656.0,-5.984375,-1.1337891,54.75,6.5
2023-06-12 11:00:00,21808.0,-5.6367188,-1.9423828,54.75,6.5
2023-06-12 12:00:00,25840.0,-5.3046875,-2.7304688,54.75,6.5
2023-06-12 13:00:00,30000.0,-5.1015625,-3.125,54.75,6.5
2023-06-12 14:00:00,33312.0,-4.9726562,-3.2890625,54.75,6.5
2023-06-12 15:00:00,36608.0,-4.90625,-3.3671875,54.75,6.5
2023-06-12 16:00:00,39712.0,-5.0039062,-3.2636719,54.75,6.5
2023-06-12 17:00:00,42880.0,-5.2890625,-2.7128906,54.75,6.5
2023-06-12 18:00:00,46400.0,-5.59375,-1.9238281,54.75,6.5
2023-06-12 19:00:00,68032.0,-6.2148438,-1.0263672,54.75,6.5
2023-06-12 20:00:00,86208.0,-7.171875,0.34985352,54.75,6.5
2023-06-12 21:00:00,112000.0,-7.7539062,2.0527344,54.75,6.5
2023-06-12 22:00:00,128128.0,-8.125,2.5839844,54.75,6.5
2023-06-12 23:00:00,121024.0,-7.2773438,2.65625,54.75,6.5
2023-06-13 00:00:00,101888.0,-7.1132812,2.1191406,54.75,6.5
2023-06-13 01:00:00,85440.0,-7.3203125,1.7675781,54.75,6.5
2023-06-13 02:00:00,71936.0,-7.3359375,1.6337891,54.75,6.5
2023-06-13 03:00:00,58016.0,-7.2304688,1.65625,54.75,6.5
2023-06-13 04:00:00,44224.0,-7.1875,1.5742188,54.75,6.5
2023-06-13 05:00:00,33472.0,-7.1992188,1.2773438,54.75,6.5
2023-06-13 06:00:00,26176.0,-6.8476562,0.7680664,54.75,6.5
2023-06-13 07:00:00,9408.0,-6.4609375,0.03677368,54.75,6.5
2023-06-13 08:00:00,5436.0,-6.3554688,-0.5991211,54.75,6.5
2023-06-13 09:00:00,4640.0,-6.0117188,-1.1191406,54.75,6.5
2023-06-13 10:00:00,6508.0,-6.3007812,-1.6240234,54.75,6.5
2023-06-13 11:00:00,11168.0,-5.5898438,-2.3398438,54.75,6.5
2023-06-13 12:00:00,19328.0,-5.0585938,-3.2148438,54.75,6.5
2023-06-13 13:00:00,30848.0,-4.7773438,-4.046875,54.75,6.5
2023-06-13 14:00:00,43136.0,-4.3515625,-5.0,54.75,6.5
2023-06-13 15:00:00,56256.0,-4.4804688,-5.7890625,54.75,6.5
2023-06-13 16:00:00,65504.0,-4.6289062,-6.2265625,54.75,6.5
2023-06-13 17:00:00,69440.0,-5.0585938,-6.375,54.75,6.5
2023-06-13 18:00:00,69248.0,-5.671875,-5.9609375,54.75,6.5
2023-06-13 19:00:00,58912.0,-6.234375,-4.671875,54.75,6.5
2023-06-13 20:00:00,58560.0,-6.1289062,-3.2128906,54.75,6.5
2023-06-13 21:00:00,51680.0,-5.53125,-2.2675781,54.75,6.5
2023-06-13 22:00:00,43232.0,-5.0039062,-2.6796875,54.75,6.5
2023-06-13 23:00:00,38016.0,-4.875,-2.3847656,54.75,6.5
2023-06-14 00:00:00,36544.0,-5.171875,-1.9238281,54.75,6.5
2023-06-14 01:00:00,35520.0,-5.671875,-1.4052734,54.75,6.5
2023-06-14 02:00:00,32688.0,-5.9257812,-1.1689453,54.75,6.5
2023-06-14 03:00:00,26672.0,-5.6992188,-1.375,54.75,6.5
2023-06-14 04:00:00,20176.0,-5.703125,-1.5664062,54.75,6.5
2023-06-14 05:00:00,16184.0,-5.8867188,-1.4414062,54.75,6.5
2023-06-14 06:00:00,13536.0,-5.9414062,-1.0761719,54.75,6.5
2023-06-14 07:00:00,2232.0,-5.8515625,-0.7006836,54.75,6.5
2023-06-14 08:00:00,1206.0,-5.4648438,-0.5517578,54.75,6.5
2023-06-14 09:00:00,1471.0,-5.015625,-0.54248047,54.75,6.5
2023-06-14 10:00:00,1685.0,-5.1523438,-0.57373047,54.75,6.5
2023-06-14 11:00:00,2642.0,-4.7578125,-0.6352539,54.75,6.5
2023-06-14 12:00:00,3580.0,-4.0234375,-1.0058594,54.75,6.5
2023-06-14 13:00:00,4996.0,-3.203125,-1.8330078,54.75,6.5
2023-06-14 14:00:00,6844.0,-2.6796875,-2.7597656,54.75,6.5
2023-06-14 15:00:00,9056.0,-2.4042969,-3.5917969,54.75,6.5
2023-06-14 16:00:00,12928.0,-2.1992188,-4.3242188,54.75,6.5
2023-06-14 17:00:00,17728.0,-2.0488281,-4.7890625,54.75,6.5
2023-06-14 18:00:00,22560.0,-2.265625,-5.0859375,54.75,6.5
2023-06-14 19:00:00,21616.0,-2.7363281,-5.1445312,54.75,6.5
2023-06-14 20:00:00,23264.0,-3.1503906,-4.9960938,54.75,6.5
2023-06-14 21:00:00,25072.0,-3.1230469,-4.7382812,54.75,6.5
2023-06-14 22:00:00,25840.0,-2.2246094,-4.46875,54.75,6.5
2023-06-14 23:00:00,23984.0,-1.8095703,-4.5351562,54.75,6.5
2023-06-15 00:00:00,21104.0,-1.6699219,-4.875,54.75,6.5
2023-06-15 01:00:00,16784.0,-1.5175781,-5.1054688,54.75,6.5
2023-06-15 02:00:00,12912.0,-1.8242188,-5.0898438,54.75,6.5
2023-06-15 03:00:00,10368.0,-2.1289062,-4.6015625,54.75,6.5
2023-06-15 04:00:00,8576.0,-2.6875,-4.1210938,54.75,6.5
2023-06-15 05:00:00,7512.0,-2.828125,-3.3085938,54.75,6.5
2023-06-15 06:00:00,6828.0,-2.2695312,-2.9453125,54.75,6.5
2023-06-15 07:00:00,-2524.0,-1.9453125,-2.9316406,54.75,6.5
2023-06-15 08:00:00,-1311.0,-1.953125,-3.140625,54.75,6.5
2023-06-15 09:00:00,-1461.0,-1.9697266,-3.2480469,54.75,6.5
2023-06-15 10:00:00,-1532.0,-1.7441406,-3.3339844,54.75,6.5
2023-06-15 11:00:00,-1204.0,-1.8095703,-3.7402344,54.75,6.5
2023-06-15 12:00:00,-1318.0,-1.390625,-3.703125,54.75,6.5
2023-06-15 13:00:00,-1457.0,-1.1943359,-3.5917969,54.75,6.5
2023-06-15 14:00:00,-995.0,-1.109375,-3.4257812,54.75,6.5
2023-06-15 15:00:00,1201.0,-0.20825195,-3.3925781,54.75,6.5
2023-06-15 16:00:00,3180.0,0.6430664,-3.7480469,54.75,6.5
2023-06-15 17:00:00,3762.0,1.3642578,-4.0351562,54.75,6.5
2023-06-15 18:00:00,3076.0,2.1367188,-4.2851562,54.75,6.5
2023-06-15 19:00:00,-1040.0,3.1503906,-4.3828125,54.75,6.5
2023-06-15 20:00:00,-3008.0,2.9550781,-4.8867188,54.75,6.5
2023-06-15 21:00:00,-4500.0,2.2011719,-5.1367188,54.75,6.5
2023-06-15 22:00:00,-6024.0,2.3261719,-5.6796875,54.75,6.5
2023-06-15 23:00:00,-7024.0,1.4541016,-5.2421875,54.75,6.5
2023-06-16 00:00:00,-7688.0,1.8007812,-3.8847656,54.75,6.5
2023-06-16 01:00:00,-8904.0,3.1484375,-3.3535156,54.75,6.5
2023-06-16 02:00:00,-11376.0,3.8691406,-3.2246094,54.75,6.5
2023-06-16 03:00:00,-14576.0,4.6640625,-3.6015625,54.75,6.5
2023-06-16 04:00:00,-17392.0,5.25,-4.3398438,54.75,6.5
2023-06-16 05:00:00,-19008.0,5.3085938,-4.7734375,54.75,6.5
2023-06-16 06:00:00,-18752.0,4.8398438,-4.78125,54.75,6.5
2023-06-16 07:00:00,-16032.0,4.0390625,-4.359375,54.75,6.5
2023-06-16 08:00:00,-12552.0,4.0117188,-3.8320312,54.75,6.5
2023-06-16 09:00:00,-10784.0,4.5703125,-3.6015625,54.75,6.5
2023-06-16 10:00:00,-8912.0,5.3515625,-3.4355469,54.75,6.5
2023-06-16 11:00:00,-6868.0,5.3945312,-3.3496094,54.75,6.5
2023-06-16 12:00:00,-3732.0,5.4335938,-2.8339844,54.75,6.5
2023-06-16 13:00:00,-1892.0,5.6679688,-2.5195312,54.75,6.5
2023-06-16 14:00:00,-14.0,5.6289062,-2.6074219,54.75,6.5
2023-06-16 15:00:00,1191.0,5.578125,-3.1269531,54.75,6.5
2023-06-16 16:00:00,2744.0,5.2890625,-3.6816406,54.75,6.5
2023-06-16 17:00:00,2704.0,4.6992188,-4.2460938,54.75,6.5
2023-06-16 18:00:00,1636.0,4.0546875,-4.4804688,54.75,6.5
2023-06-16 19:00:00,2296.0,3.4179688,-4.8710938,54.75,6.5
2023-06-16 20:00:00,-63.0,2.5078125,-5.1015625,54.75,6.5
2023-06-16 21:00:00,-2032.0,1.8427734,-4.9804688,54.75,6.5
2023-06-16 22:00:00,-2902.0,1.2636719,-5.1835938,54.75,6.5
2023-06-16 23:00:00,-2956.0,0.93847656,-4.984375,54.75,6.5
