turbineName,grossAnnualYield_MWh_per_year,blockageOnAnnualYield_MWh_per_year,internalWakesOnAnnualYield_MWh_per_year,hysteresisAdjustmentOnAnnualYield_MWh_per_year,largeWindFarmCorrectionOnAnnualYield_MWh_per_year,neighborsWakesOnAnnualYield_MWh_per_year,fullAnnualYield_MWh_per_year,freeMeanWindSpeed_m_per_s,fullMeanWindSpeed_m_per_s,ambientMeanTurbulenceIntensity_percentage,fullMeanTurbulenceIntensity_percentage,airDensityAtHubHeight_kg_per_m3,farm_name,easting,northing,turbineInteractionEfficiency
T63,14655.118623325987,13937.656724445733,11468.633458618473,11468.633458618473,11468.633458618473,11350.081621990916,11350.081621990916,7.343394754759646,6.4096934590784995,7.499999999999998,8.642584005059211,1.225,Farm,105010.4035,99827.44364,0.7744790003900364
T65,14655.118623325987,13932.401332167363,11620.765082913518,11620.765082913518,11620.765082913518,11475.199734585347,11475.199734585347,7.343394754759646,6.4582357008995945,7.499999999999998,8.601547536736359,1.225,Farm,100637.7633,98094.82353,0.7830165029384828
T66,14655.118623325987,13953.52397184913,11861.118974952515,11861.118974952515,11861.118974952515,11758.498499746662,11758.498499746662,7.343394754759646,6.538476011945494,7.499999999999998,8.478818639646134,1.225,Farm,107126.1357,101873.7482,0.8023475484552621
T67,14655.118623325987,13942.066638126642,12233.28212364012,12233.28212364012,12233.28212364012,11818.159782587642,11818.159782587642,7.343394754759646,6.564585251760721,7.499999999999998,8.498745563411356,1.225,Farm,95969.24665,98991.13746,0.8064185685796588
T68,14655.118623325987,13932.559385402072,11480.603969832728,11480.603969832728,11480.603969832728,11371.875816371801,11371.875816371801,7.343394754759646,6.4206591448106325,7.499999999999998,8.635369279343857,1.225,Farm,103551.1977,98695.04888,0.7759661391120796
T70,14655.118623325987,13936.709410371637,11903.571588397219,11903.571588397219,11903.571588397219,11765.14782468027,11765.14782468027,7.343394754759646,6.539710895707097,7.499999999999998,8.496738934038612,1.225,Farm,98779.53596,97925.6106,0.8028012687631295
T71,14655.118623325987,13937.128776330956,11733.175761230505,11733.175761230505,11733.175761230505,11603.836361878797,11603.836361878797,7.343394754759646,6.485020065622026,7.499999999999998,8.538593855552666,1.225,Farm,106121.421,100288.1136,0.7917940932534943
T72,14655.118623325987,13937.282480259482,13280.003988888935,13280.003988888935,13280.003988888935,12075.906338972605,12075.906338972605,7.343394754759646,6.643650939475278,7.499999999999998,8.39663260584558,1.225,Farm,94296.07591,99858.44862,0.8240060452156185
T73,14655.118623325987,13928.66190110429,11658.645496836212,11658.645496836212,11658.645496836212,11556.867703988384,11556.867703988384,7.343394754759646,6.477910945171893,7.499999999999998,8.567331767793391,1.225,Farm,101833.6391,97892.68103,0.7885891613046219
T74,14655.118623325987,14020.34179071664,12435.822012629065,12435.822012629065,12435.822012629065,12363.255881658644,12363.255881658644,7.343394754759646,6.7178963817530395,7.499999999999998,8.25230924401771,1.225,Farm,108015.6716,102707.0572,0.8436134977427291
T75,14655.118623325987,13936.923363063559,12159.94064931539,12159.94064931539,12159.94064931539,11927.068600401237,11927.068600401237,7.343394754759646,6.592562147028379,7.499999999999998,8.44685859660449,1.225,Farm,96882.00611,98177.27719,0.81385002107164
T76,14655.118623325987,13934.130931042673,11584.24649725979,11584.24649725979,11584.24649725979,11464.797726772185,11464.797726772185,7.343394754759646,6.442625312768478,7.499999999999998,8.59180529933608,1.225,Farm,104757.5621,98929.45422,0.7823067162707308
T78,14655.118623325987,13924.305335881201,11825.457153518071,11825.457153518071,11825.457153518071,11713.648072163332,11713.648072163332,7.343394754759646,6.520511850400922,7.499999999999998,8.513104876997044,1.225,Farm,99935.007,97478.58334,0.7992871551049181
T79,14655.118623325987,13937.498981131359,11810.510917864684,11810.510917864684,11810.510917864684,11715.378115202344,11715.378115202344,7.343394754759646,6.529548873161589,7.499999999999998,8.486556913542882,1.225,Farm,107182.2411,100939.6241,0.7994052055338146
T80,14655.118623325987,13933.448165905453,12608.759523754316,12608.759523754316,12608.759523754316,12037.455918780304,12037.455918780304,7.343394754759646,6.6286255259850995,7.499999999999998,8.41739474578794,1.225,Farm,95042.3094,98857.01687,0.8213823598548531
T81,14655.118623325987,13928.239214646972,11697.016134417257,11697.016134417257,11697.016134417257,11594.820385545507,11594.820385545507,7.343394754759646,6.487555232656869,7.499999999999998,8.54332962917897,1.225,Farm,103088.417,97879.38267,0.7911788831985623
T83,14655.118623325987,13928.59111330242,12177.22085331349,12177.22085331349,12177.22085331349,12012.982427490748,12012.982427490748,7.343394754759646,6.614209661803805,7.499999999999998,8.402967906136416,1.225,Farm,97945.33288,97492.5084,0.819712397849182
T84,14655.118623325987,13935.181379014999,11735.152063435351,11735.152063435351,11735.152063435351,11627.738319827227,11627.738319827227,7.343394754759646,6.494101102665246,7.499999999999998,8.52472034478155,1.225,Farm,105952.27,99362.16939,0.7934250563703937
T86,14655.118623325987,13927.101469193647,11810.865679033961,11810.865679033961,11810.865679033961,11717.845794410658,11717.845794410658,7.343394754759646,6.511858670683283,7.499999999999998,8.516946498222906,1.225,Farm,101186.1946,97206.26188,0.7995735889684178
T87,14655.118623325987,13963.420404143926,11972.89673765239,11972.89673765239,11972.89673765239,11880.838840441958,11880.838840441958,7.343394754759646,6.574346139765837,7.499999999999998,8.43315092550958,1.225,Farm,108161.7989,101773.3921,0.8106955082254801
T88,14655.118623325987,13928.595946979905,12449.697519681567,12449.697519681567,12449.697519681567,12191.496421148691,12191.496421148691,7.343394754759646,6.663014436230853,7.499999999999998,8.364877587245426,1.225,Farm,95962.95203,97953.03495,0.8318933974197901
T89,14655.118623325987,13932.19620867765,11788.324523760488,11788.324523760488,11788.324523760488,11693.836185328693,11693.836185328693,7.343394754759646,6.506128592924158,7.499999999999998,8.506252367421583,1.225,Farm,104371.2681,98064.25164,0.7979352802177981
T91,14655.118623325987,13922.801408964031,12215.953355587395,12215.953355587395,12215.953355587395,12096.359059732613,12096.359059732613,7.343394754759646,6.630677703917832,7.499999999999998,8.373017589535849,1.225,Farm,99138.14647,96961.16011,0.8254016477546149
T92,14655.118623325987,13938.760496230048,11845.904949209129,11845.904949209129,11845.904949209129,11736.383380436493,11736.383380436493,7.343394754759646,6.522047721056421,7.499999999999998,8.481733571051395,1.225,Farm,107103.1992,99991.20092,0.8008385112459031
T93,14655.118623325987,13927.00470861717,13366.578370920848,13366.578370920848,13366.578370920848,12479.991439666732,12479.991439666732,7.343394754759646,6.750599230766259,7.499999999999998,8.258253702765774,1.225,Farm,94089.51501,98855.94823,0.851579012114089
T94,14655.118623325987,13926.639177814932,11863.599147523551,11863.599147523551,11863.599147523551,11768.772431528692,11768.772431528692,7.343394754759646,6.537620762638641,7.499999999999998,8.472961911829637,1.225,Farm,102504.8779,97124.10099,0.8030485957852836
T96,14655.118623325987,14132.717507824995,12741.57718110095,12741.57718110095,12741.57718110095,12676.682242380864,12676.682242380864,7.343394754759646,6.8015510458889965,7.499999999999998,8.139675102489575,1.225,Farm,109279.3198,102673.0606,0.8650003161491903
T97,14655.118623325987,13928.969622654564,12691.348204324144,12691.348204324144,12691.348204324144,12486.507472690999,12486.507472690999,7.343394754759646,6.747405072278909,7.499999999999998,8.2366514856642,1.225,Farm,96970.6073,96947.61536,0.8520236371759357
T98,14655.118623325987,13949.158753656184,12069.786835064515,12069.786835064515,12069.786835064515,11975.967534365236,11975.967534365236,7.343394754759646,6.589585888204755,7.499999999999998,8.389024504662963,1.225,Farm,105760.1706,98294.97611,0.8171866664595638
T100,14655.118623325987,13935.33882429624,12446.832142367202,12446.832142367202,12446.832142367202,12354.53334233231,12354.53334233231,7.343394754759646,6.702063320953281,7.499999999999998,8.274865715983761,1.225,Farm,100441.0291,96489.77027,0.8430183105217638
T101,14655.118623325987,13966.309412635836,12120.834019281103,12120.834019281103,12120.834019281103,12036.556548849701,12036.556548849701,7.343394754759646,6.616795013319293,7.499999999999998,8.361052091588748,1.225,Farm,108235.0563,100770.5347,0.8213209908578685
T102,14655.118623325987,13932.848413468768,13159.609816708999,13159.609816708999,13159.609816708999,12835.430616455264,12835.430616455264,7.343394754759646,6.845120430438233,7.499999999999998,8.125251051632308,1.225,Farm,94984.0706,97821.55078,0.8758325979037525
T103,14655.118623325987,13936.59531658597,12092.465250078189,12092.465250078189,12092.465250078189,11995.279127402702,11995.279127402702,7.343394754759646,6.587320508066883,7.499999999999998,8.397324684153936,1.225,Farm,103857.9287,97250.19536,0.8185044035269888
T105,14655.118623325987,13932.815179652673,12580.423734389145,12580.423734389145,12580.423734389145,12415.538340543399,12415.538340543399,7.343394754759646,6.723056601368327,7.499999999999998,8.26177917731874,1.225,Farm,98275.23922,96629.2176,0.8471810197961868
T106,14655.118623325987,13941.764941857009,11893.918293683704,11893.918293683704,11893.918293683704,11805.227771025131,11805.227771025131,7.343394754759646,6.542917095197718,7.499999999999998,8.461732452182488,1.225,Farm,106806.6401,99136.60741,0.8055361457283058
T108,14655.118623325987,13932.25509256258,12126.598201538614,12126.598201538614,12126.598201538614,12031.539941152174,12031.539941152174,7.343394754759646,6.605394012691389,7.499999999999998,8.395292951914088,1.225,Farm,101775.7203,96638.23162,0.8209786798997338
T109,14655.118623325987,13992.506485794196,12202.29191089243,12202.29191089243,12202.29191089243,12131.294708895835,12131.294708895835,7.343394754759646,6.6494729294220445,7.499999999999998,8.345661018114567,1.225,Farm,108929.3153,101920.0763,0.8277855008001724
T110,14655.118623325987,13921.06595882173,12804.185298110955,12804.185298110955,12804.185298110955,12568.691805727149,12568.691805727149,7.343394754759646,6.76721160174635,7.499999999999998,8.22060903001303,1.225,Farm,96189.90681,97230.44957,0.8576315298957763
